Income_Segment,Education,Has_Children,Enrollment_Year,Product,Sales
Medium,Master,Has Children,2012,Fruits,1
Low,Master,No Children,2013,Fruits,4
High,PhD,No Children,2013,Fruits,44
Medium,Graduation,Has Children,2012,Fruits,77
High,PhD,Has Children,2012,Fruits,35
Low,Diploma,No Children,2013,Fruits,0
High,Graduation,Has Children,2013,Fruits,50
High,Graduation,Has Children,2013,Fruits,70
High,Graduation,No Children,2012,Fruits,25
High,Graduation,Has Children,2012,Fruits,23
Medium,Master,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2014,Fruits,2
Medium,Master,Has Children,2012,Fruits,0
High,Diploma,No Children,2014,Fruits,142
Low,PhD,Has Children,2014,Fruits,2
High,Graduation,Has Children,2013,Fruits,172
Medium,Graduation,Has Children,2014,Fruits,1
High,PhD,Has Children,2013,Fruits,19
Medium,Graduation,Has Children,2014,Fruits,10
Low,Diploma,No Children,2014,Fruits,8
Medium,Master,No Children,2012,Fruits,71
High,Graduation,No Children,2014,Fruits,114
High,PhD,Has Children,2013,Fruits,9
High,Graduation,Has Children,2013,Fruits,61
High,PhD,No Children,2012,Fruits,107
Medium,PhD,Has Children,2014,Fruits,0
Medium,PhD,Has Children,2014,Fruits,0
High,Master,Has Children,2013,Fruits,49
Medium,PhD,No Children,2014,Fruits,3
Medium,Graduation,Has Children,2012,Fruits,8
Medium,PhD,Has Children,2014,Fruits,1
High,PhD,No Children,2013,Fruits,100
High,Graduation,Has Children,2013,Fruits,30
Medium,Graduation,Has Children,2013,Fruits,10
High,PhD,No Children,2012,Fruits,134
High,Master,No Children,2014,Fruits,153
Medium,Graduation,Has Children,2013,Fruits,6
High,Graduation,Has Children,2014,Fruits,7
High,Graduation,No Children,2014,Fruits,86
Medium,Graduation,Has Children,2013,Fruits,21
Low,Basic,Has Children,2012,Fruits,4
High,PhD,No Children,2014,Fruits,31
High,PhD,No Children,2014,Fruits,2
Medium,PhD,Has Children,2013,Fruits,14
Medium,PhD,Has Children,2013,Fruits,1
Low,Graduation,No Children,2014,Fruits,5
High,Master,No Children,2014,Fruits,7
Low,Graduation,Has Children,2013,Fruits,1
Medium,Graduation,Has Children,2014,Fruits,0
High,Graduation,No Children,2013,Fruits,61
High,PhD,Has Children,2013,Fruits,47
Medium,Graduation,Has Children,2014,Fruits,0
Medium,Graduation,No Children,2013,Fruits,1
Medium,Master,Has Children,2013,Fruits,4
High,Diploma,No Children,2014,Fruits,183
High,Graduation,Has Children,2012,Fruits,40
High,Master,No Children,2012,Fruits,138
High,Graduation,Has Children,2012,Fruits,50
Medium,PhD,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2012,Fruits,0
Low,Graduation,No Children,2013,Fruits,0
Medium,PhD,Has Children,2013,Fruits,0
Low,Graduation,No Children,2013,Fruits,42
Medium,PhD,Has Children,2012,Fruits,0
Medium,Diploma,Has Children,2014,Fruits,4
High,Diploma,Has Children,2014,Fruits,193
High,Graduation,No Children,2012,Fruits,27
High,Master,No Children,2013,Fruits,33
High,Graduation,Has Children,2013,Fruits,137
Low,Master,Has Children,2013,Fruits,4
Medium,PhD,Has Children,2012,Fruits,0
High,Graduation,No Children,2013,Fruits,61
High,Graduation,No Children,2012,Fruits,48
High,Master,Has Children,2013,Fruits,6
High,PhD,Has Children,2013,Fruits,4
High,PhD,Has Children,2013,Fruits,31
Low,Master,Has Children,2014,Fruits,3
Low,Master,Has Children,2014,Fruits,3
High,Graduation,Has Children,2013,Fruits,108
Medium,Diploma,Has Children,2012,Fruits,4
Medium,PhD,Has Children,2013,Fruits,22
Medium,PhD,Has Children,2012,Fruits,15
Medium,Master,Has Children,2014,Fruits,2
Low,Graduation,Has Children,2013,Fruits,2
High,PhD,No Children,2014,Fruits,14
Low,Graduation,Has Children,2013,Fruits,1
Low,Graduation,Has Children,2012,Fruits,0
High,Graduation,No Children,2014,Fruits,83
Medium,Master,Has Children,2012,Fruits,6
High,Graduation,No Children,2013,Fruits,45
High,Graduation,No Children,2012,Fruits,193
High,Master,Has Children,2014,Fruits,38
Medium,Graduation,Has Children,2013,Fruits,7
Medium,Graduation,Has Children,2013,Fruits,8
Medium,PhD,No Children,2013,Fruits,0
Medium,Graduation,Has Children,2013,Fruits,34
High,Graduation,No Children,2014,Fruits,72
High,PhD,No Children,2012,Fruits,105
High,PhD,No Children,2013,Fruits,4
High,PhD,No Children,2014,Fruits,10
Low,Graduation,Has Children,2014,Fruits,0
Medium,Graduation,Has Children,2012,Fruits,41
High,Graduation,No Children,2013,Fruits,71
Medium,PhD,Has Children,2014,Fruits,4
High,Master,Has Children,2013,Fruits,53
High,PhD,No Children,2013,Fruits,16
Medium,Graduation,Has Children,2014,Fruits,0
Medium,Graduation,Has Children,2013,Fruits,4
Medium,Graduation,Has Children,2014,Fruits,1
High,Graduation,No Children,2013,Fruits,149
High,Graduation,Has Children,2013,Fruits,35
High,Graduation,Has Children,2014,Fruits,43
High,Graduation,No Children,2013,Fruits,80
High,Master,No Children,2014,Fruits,26
Medium,Graduation,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2014,Fruits,0
Medium,Graduation,Has Children,2013,Fruits,33
Medium,Graduation,Has Children,2013,Fruits,23
Medium,Diploma,Has Children,2013,Fruits,16
Low,Graduation,Has Children,2013,Fruits,4
Medium,Diploma,No Children,2012,Fruits,151
Medium,PhD,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2014,Fruits,1
Medium,Master,Has Children,2012,Fruits,2
Low,Graduation,Has Children,2013,Fruits,34
Low,PhD,Has Children,2012,Fruits,3
High,Graduation,No Children,2014,Fruits,143
Medium,Master,Has Children,2013,Fruits,1
Medium,Graduation,Has Children,2013,Fruits,7
Low,Graduation,Has Children,2012,Fruits,0
Medium,Graduation,Has Children,2013,Fruits,4
Medium,Graduation,No Children,2013,Fruits,2
Low,Graduation,Has Children,2013,Fruits,15
Medium,Graduation,Has Children,2014,Fruits,19
High,PhD,No Children,2013,Fruits,37
Medium,Master,Has Children,2013,Fruits,15
High,Master,No Children,2013,Fruits,24
High,Graduation,Has Children,2014,Fruits,33
Low,Graduation,Has Children,2013,Fruits,2
High,Diploma,No Children,2014,Fruits,21
High,Graduation,No Children,2012,Fruits,23
Medium,PhD,Has Children,2012,Fruits,22
Medium,PhD,Has Children,2013,Fruits,3
High,Diploma,Has Children,2014,Fruits,38
Low,Graduation,Has Children,2013,Fruits,2
Low,PhD,Has Children,2013,Fruits,2
Low,Graduation,Has Children,2012,Fruits,17
Medium,Graduation,No Children,2014,Fruits,3
Medium,Master,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2013,Fruits,0
High,Graduation,Has Children,2012,Fruits,80
Medium,Graduation,Has Children,2013,Fruits,0
High,PhD,Has Children,2013,Fruits,2
High,PhD,Has Children,2014,Fruits,14
High,Graduation,No Children,2013,Fruits,51
Medium,Graduation,Has Children,2013,Fruits,1
High,Graduation,No Children,2013,Fruits,43
Medium,Basic,No Children,2013,Fruits,122
High,Graduation,No Children,2012,Fruits,112
Medium,Diploma,Has Children,2013,Fruits,1
Medium,Graduation,No Children,2013,Fruits,3
Low,Graduation,Has Children,2013,Fruits,1
Low,Graduation,Has Children,2014,Fruits,0
Medium,Graduation,Has Children,2012,Fruits,0
Low,Graduation,Has Children,2014,Fruits,4
Medium,Master,Has Children,2013,Fruits,10
Medium,Graduation,Has Children,2014,Fruits,27
High,Master,Has Children,2014,Fruits,57
High,PhD,Has Children,2013,Fruits,43
Medium,Master,Has Children,2014,Fruits,3
Low,Graduation,Has Children,2013,Fruits,1
Low,Graduation,No Children,2013,Fruits,3
Medium,Master,Has Children,2012,Fruits,8
Low,Diploma,Has Children,2012,Fruits,17
High,PhD,Has Children,2013,Fruits,44
High,Graduation,Has Children,2013,Fruits,35
Low,Graduation,Has Children,2013,Fruits,1
Medium,Graduation,Has Children,2013,Fruits,60
Medium,Graduation,Has Children,2013,Fruits,29
High,Graduation,Has Children,2013,Fruits,17
High,Graduation,Has Children,2012,Fruits,82
High,Graduation,Has Children,2013,Fruits,90
Medium,Graduation,Has Children,2013,Fruits,0
High,Graduation,No Children,2013,Fruits,154
Medium,Graduation,No Children,2013,Fruits,47
High,Graduation,Has Children,2012,Fruits,89
Low,Graduation,Has Children,2013,Fruits,6
Medium,Master,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2012,Fruits,37
Medium,Graduation,Has Children,2013,Fruits,7
Medium,Graduation,Has Children,2014,Fruits,0
High,Graduation,No Children,2013,Fruits,0
High,Graduation,Has Children,2012,Fruits,161
High,Diploma,No Children,2013,Fruits,26
Medium,Graduation,Has Children,2013,Fruits,2
Medium,Graduation,Has Children,2013,Fruits,4
High,Graduation,Has Children,2014,Fruits,35
Medium,Master,Has Children,2014,Fruits,0
Medium,Graduation,Has Children,2014,Fruits,0
Low,Graduation,No Children,2013,Fruits,6
High,Graduation,Has Children,2012,Fruits,159
High,PhD,Has Children,2013,Fruits,88
Medium,Graduation,Has Children,2013,Fruits,17
Medium,Master,Has Children,2013,Fruits,42
Medium,Graduation,Has Children,2013,Fruits,0
Medium,PhD,Has Children,2013,Fruits,0
High,PhD,No Children,2013,Fruits,54
Medium,Graduation,Has Children,2013,Fruits,1
High,Graduation,Has Children,2012,Fruits,80
High,Graduation,Has Children,2013,Fruits,35
Medium,Graduation,No Children,2013,Fruits,15
High,PhD,Has Children,2012,Fruits,33
Medium,Graduation,Has Children,2014,Fruits,1
Medium,Graduation,Has Children,2013,Fruits,3
Medium,Graduation,Has Children,2013,Fruits,4
High,Graduation,Has Children,2013,Fruits,178
Low,Graduation,Has Children,2013,Fruits,0
Medium,PhD,No Children,2013,Fruits,83
High,Graduation,No Children,2013,Fruits,120
High,Graduation,Has Children,2014,Fruits,60
Low,Master,Has Children,2013,Fruits,0
Low,Basic,No Children,2014,Fruits,3
Medium,Graduation,Has Children,2013,Fruits,1
Medium,Master,Has Children,2013,Fruits,0
Low,Graduation,Has Children,2012,Fruits,26
Medium,Graduation,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2012,Fruits,6
High,Graduation,No Children,2013,Fruits,12
Medium,Master,No Children,2013,Fruits,126
Medium,Graduation,Has Children,2013,Fruits,38
High,Diploma,No Children,2012,Fruits,25
High,Graduation,Has Children,2014,Fruits,73
Medium,Graduation,Has Children,2013,Fruits,11
Medium,Master,Has Children,2013,Fruits,1
Medium,Master,Has Children,2013,Fruits,7
Low,Basic,No Children,2013,Fruits,1
High,Graduation,Has Children,2014,Fruits,24
High,Graduation,No Children,2012,Fruits,102
Medium,Master,Has Children,2012,Fruits,8
Medium,PhD,Has Children,2013,Fruits,1
High,Graduation,No Children,2013,Fruits,132
Medium,Graduation,Has Children,2013,Fruits,4
High,Master,Has Children,2012,Fruits,55
High,Graduation,Has Children,2012,Fruits,12
Medium,Master,Has Children,2014,Fruits,0
High,PhD,Has Children,2014,Fruits,0
Low,Diploma,Has Children,2012,Fruits,3
High,PhD,Has Children,2014,Fruits,24
Low,Basic,No Children,2013,Fruits,7
Low,Basic,Has Children,2012,Fruits,12
Medium,Master,Has Children,2013,Fruits,1
High,Graduation,Has Children,2012,Fruits,35
Medium,Master,Has Children,2013,Fruits,2
High,Graduation,No Children,2012,Fruits,59
Medium,Graduation,Has Children,2013,Fruits,10
Medium,PhD,No Children,2012,Fruits,17
Medium,Graduation,Has Children,2014,Fruits,2
Medium,Master,Has Children,2013,Fruits,4
Medium,Master,Has Children,2013,Fruits,3
High,Master,Has Children,2013,Fruits,28
Low,Diploma,Has Children,2013,Fruits,7
High,PhD,Has Children,2014,Fruits,71
High,Master,No Children,2013,Fruits,42
Low,Graduation,Has Children,2012,Fruits,2
Medium,Master,Has Children,2012,Fruits,5
Low,Diploma,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2012,Fruits,2
Medium,Diploma,Has Children,2012,Fruits,72
Medium,Graduation,Has Children,2014,Fruits,0
High,Graduation,No Children,2013,Fruits,15
High,Graduation,Has Children,2013,Fruits,0
High,PhD,No Children,2013,Fruits,0
High,PhD,No Children,2012,Fruits,63
Medium,Graduation,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2013,Fruits,0
High,Master,No Children,2013,Fruits,0
Low,Basic,Has Children,2012,Fruits,3
High,Master,No Children,2014,Fruits,67
Medium,Graduation,Has Children,2014,Fruits,11
Medium,Graduation,Has Children,2013,Fruits,0
Low,Graduation,Has Children,2014,Fruits,3
High,Master,Has Children,2014,Fruits,12
Low,Master,Has Children,2012,Fruits,3
Low,Graduation,Has Children,2014,Fruits,0
Medium,Graduation,Has Children,2014,Fruits,2
Medium,Graduation,Has Children,2013,Fruits,4
Low,Graduation,No Children,2014,Fruits,24
High,Graduation,Has Children,2014,Fruits,7
High,Graduation,No Children,2013,Fruits,72
Low,PhD,Has Children,2014,Fruits,0
Medium,Master,Has Children,2014,Fruits,4
High,PhD,Has Children,2013,Fruits,11
Medium,PhD,Has Children,2013,Fruits,0
Medium,Master,Has Children,2013,Fruits,1
High,Graduation,No Children,2012,Fruits,32
Low,Graduation,Has Children,2014,Fruits,9
Medium,Graduation,Has Children,2013,Fruits,0
Medium,Master,Has Children,2013,Fruits,1
Medium,Diploma,Has Children,2014,Fruits,3
Medium,Diploma,Has Children,2014,Fruits,8
Medium,Master,Has Children,2014,Fruits,2
Medium,PhD,Has Children,2014,Fruits,7
Medium,Graduation,Has Children,2014,Fruits,15
High,PhD,Has Children,2012,Fruits,30
High,Graduation,Has Children,2014,Fruits,12
Medium,Graduation,Has Children,2013,Fruits,19
High,Diploma,No Children,2013,Fruits,73
Low,Basic,Has Children,2013,Fruits,3
Medium,PhD,Has Children,2013,Fruits,1
High,Graduation,Has Children,2013,Fruits,69
High,Master,No Children,2013,Fruits,28
High,Graduation,No Children,2013,Fruits,144
Medium,Graduation,Has Children,2013,Fruits,4
High,Graduation,Has Children,2014,Fruits,5
High,Diploma,No Children,2013,Fruits,10
High,Graduation,Has Children,2014,Fruits,155
High,Graduation,Has Children,2013,Fruits,19
High,Graduation,Has Children,2014,Fruits,0
High,PhD,No Children,2013,Fruits,37
High,Master,No Children,2012,Fruits,68
Medium,PhD,Has Children,2012,Fruits,3
Medium,Graduation,Has Children,2013,Fruits,10
Medium,Graduation,Has Children,2013,Fruits,6
Low,Graduation,Has Children,2013,Fruits,2
Medium,PhD,Has Children,2013,Fruits,0
Medium,Graduation,No Children,2014,Fruits,36
Low,Basic,Has Children,2013,Fruits,8
Medium,Diploma,Has Children,2014,Fruits,0
High,Graduation,Has Children,2013,Fruits,142
High,Master,Has Children,2014,Fruits,50
High,PhD,No Children,2014,Fruits,76
High,Master,No Children,2014,Fruits,67
Low,Basic,Has Children,2014,Fruits,9
High,Master,No Children,2013,Fruits,47
Medium,Graduation,Has Children,2013,Fruits,1
Low,Graduation,No Children,2012,Fruits,1
High,Diploma,No Children,2012,Fruits,54
High,Graduation,Has Children,2012,Fruits,80
Low,Master,Has Children,2013,Fruits,0
Medium,Graduation,No Children,2014,Fruits,7
Medium,Graduation,Has Children,2013,Fruits,8
Medium,Graduation,Has Children,2013,Fruits,0
Medium,Graduation,Has Children,2014,Fruits,1
Low,Basic,Has Children,2013,Fruits,11
Medium,Graduation,Has Children,2012,Fruits,21
Medium,PhD,Has Children,2012,Fruits,3
High,Graduation,Has Children,2013,Fruits,124
Low,Graduation,No Children,2013,Fruits,0
Medium,Graduation,Has Children,2012,Fruits,0
High,Graduation,Has Children,2012,Fruits,129
Medium,Graduation,Has Children,2014,Fruits,0
Low,Basic,Has Children,2012,Fruits,3
Medium,Graduation,Has Children,2013,Fruits,0
Medium,Diploma,Has Children,2013,Fruits,29
High,Graduation,No Children,2014,Fruits,71
Medium,Master,Has Children,2014,Fruits,2
High,Diploma,No Children,2012,Fruits,51
Low,Graduation,Has Children,2013,Fruits,4
Medium,Graduation,Has Children,2012,Fruits,2
Low,Graduation,Has Children,2013,Fruits,3
High,PhD,No Children,2014,Fruits,194
Low,Graduation,Has Children,2013,Fruits,1
Medium,Master,Has Children,2012,Fruits,3
Medium,Graduation,Has Children,2013,Fruits,31
High,Master,No Children,2013,Fruits,26
Low,Diploma,Has Children,2013,Fruits,8
Medium,Master,Has Children,2014,Fruits,12
Medium,PhD,Has Children,2014,Fruits,6
Medium,Graduation,Has Children,2012,Fruits,24
High,Graduation,Has Children,2013,Fruits,5
Medium,Graduation,Has Children,2013,Fruits,7
Medium,Diploma,No Children,2012,Fruits,2
Low,Graduation,Has Children,2014,Fruits,2
Low,Graduation,Has Children,2013,Fruits,3
Medium,Master,No Children,2012,Fruits,10
Low,Graduation,No Children,2012,Fruits,1
Medium,Graduation,Has Children,2013,Fruits,3
High,Graduation,Has Children,2013,Fruits,43
High,PhD,Has Children,2014,Fruits,0
Medium,Graduation,No Children,2014,Fruits,48
High,Master,Has Children,2014,Fruits,30
Medium,PhD,Has Children,2012,Fruits,3
Medium,Graduation,No Children,2012,Meat,546
Medium,Graduation,Has Children,2014,Meat,6
High,Graduation,No Children,2013,Meat,127
Low,Graduation,Has Children,2014,Meat,20
Medium,PhD,Has Children,2014,Meat,118
High,Master,Has Children,2013,Meat,98
Medium,Graduation,Has Children,2012,Meat,164
Medium,PhD,Has Children,2013,Meat,56
Medium,PhD,Has Children,2013,Meat,24
Low,PhD,Has Children,2014,Meat,6
Medium,Graduation,Has Children,2013,Meat,6
Low,Basic,No Children,2012,Meat,11
High,Graduation,No Children,2013,Meat,480
Medium,Master,Has Children,2013,Meat,53
Low,Graduation,No Children,2012,Meat,17
High,PhD,No Children,2012,Meat,115
Medium,Graduation,Has Children,2012,Meat,19
Medium,Graduation,No Children,2012,Meat,38
High,Master,Has Children,2013,Meat,498
Medium,Diploma,Has Children,2012,Meat,19
Medium,Graduation,No Children,2012,Meat,73
Low,Graduation,Has Children,2013,Meat,1725
Medium,PhD,Has Children,2012,Meat,86
High,PhD,Has Children,2014,Meat,102
Medium,Graduation,Has Children,2013,Meat,27
Low,Graduation,No Children,2013,Meat,25
Medium,Graduation,Has Children,2013,Meat,30
Medium,Graduation,Has Children,2013,Meat,3
Medium,Graduation,Has Children,2013,Meat,42
High,PhD,No Children,2013,Meat,801
Low,Master,No Children,2014,Meat,10
Medium,Master,No Children,2013,Meat,44
Medium,Graduation,Has Children,2012,Meat,5
Medium,PhD,Has Children,2012,Meat,96
High,Master,No Children,2013,Meat,471
Medium,Master,Has Children,2013,Meat,19
High,PhD,Has Children,2013,Meat,151
Low,Diploma,Has Children,2013,Meat,14
Medium,Graduation,Has Children,2014,Meat,6
Medium,PhD,No Children,2013,Meat,206
High,Graduation,Has Children,2013,Meat,536
Low,Master,Has Children,2013,Meat,29
Low,Graduation,Has Children,2012,Meat,6
Medium,PhD,No Children,2013,Meat,50
Low,Master,Has Children,2013,Meat,10
High,Graduation,No Children,2014,Meat,266
Low,Diploma,No Children,2012,Meat,14
Medium,Graduation,Has Children,2013,Meat,15
Medium,Graduation,Has Children,2014,Meat,48
High,PhD,Has Children,2012,Meat,317
High,Graduation,Has Children,2014,Meat,125
High,Master,No Children,2012,Meat,780
Medium,Graduation,Has Children,2013,Meat,20
High,Graduation,No Children,2014,Meat,550
High,Graduation,Has Children,2013,Meat,124
High,Master,No Children,2012,Meat,432
High,Graduation,No Children,2013,Meat,482
Low,Graduation,Has Children,2014,Meat,8
Medium,Graduation,Has Children,2013,Meat,22
Medium,PhD,Has Children,2014,Meat,28
High,Master,No Children,2013,Meat,538
High,Graduation,Has Children,2012,Meat,102
High,Graduation,Has Children,2013,Meat,134
High,PhD,Has Children,2013,Meat,48
High,Graduation,No Children,2013,Meat,367
Low,Graduation,Has Children,2013,Meat,6
Medium,Graduation,Has Children,2014,Meat,1
High,Diploma,Has Children,2014,Meat,309
High,Graduation,Has Children,2013,Meat,159
High,Graduation,Has Children,2013,Meat,487
High,Master,No Children,2012,Meat,460
Medium,Diploma,Has Children,2012,Meat,43
High,Graduation,Has Children,2013,Meat,291
High,PhD,Has Children,2013,Meat,65
Low,Graduation,No Children,2014,Meat,13
Medium,Graduation,Has Children,2012,Meat,6
High,Master,No Children,2012,Meat,925
High,Graduation,No Children,2012,Meat,779
Low,Diploma,No Children,2013,Meat,5
